step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
266,TRANSFER,10000000.0,C1749184895,25494862.93,15494862.93,C1827220106,0.0,0.0,1
419,CASH_OUT,426323.38,C1078529507,426323.38,0.0,C1957980970,102216.61,528539.99,1
664,CASH_OUT,84771.55,C528998506,84771.55,0.0,C1971161098,1016318.82,1101090.37,1
506,CASH_OUT,10000000.0,C1180822515,10000000.0,0.0,C758711155,1920358.24,11920358.24,1
355,CASH_OUT,883366.69,C149173089,883366.69,0.0,C504582825,2029536.87,2912903.56,1
124,TRANSFER,9639052.83,C167488694,9639052.83,0.0,C629818525,0.0,0.0,1
660,TRANSFER,14360.12,C402057107,14360.12,0.0,C1957774921,0.0,0.0,1
728,TRANSFER,3846781.01,C987072193,3846781.01,0.0,C611870654,0.0,0.0,1
415,CASH_OUT,3242183.64,C1457562899,3242183.64,0.0,C507441404,0.0,3242183.64,1
523,TRANSFER,159094.64,C1918934955,159094.64,0.0,C2113597324,0.0,0.0,1
136,TRANSFER,7563536.91,C584194979,7563536.91,0.0,C2018653161,0.0,0.0,1
264,CASH_OUT,627586.04,C1801283933,627586.04,0.0,C833344626,126625.85,754211.89,1
616,TRANSFER,1265656.44,C782995006,1265656.44,0.0,C1783458447,0.0,0.0,1
156,TRANSFER,134497.41,C1471003235,134497.41,0.0,C354295932,0.0,0.0,1
136,CASH_OUT,3263443.15,C252215515,3263443.15,0.0,C870722399,927721.34,4191164.5,1
463,TRANSFER,219300.76,C60906417,219300.76,0.0,C1482453836,0.0,0.0,1
519,TRANSFER,108994.49,C1309155420,108994.49,0.0,C1022058652,0.0,0.0,1
299,CASH_OUT,5166728.87,C371181257,5166728.87,0.0,C1648449094,0.0,5166728.87,1
315,TRANSFER,76640.82,C1716897320,76640.82,0.0,C233158023,0.0,0.0,1
731,CASH_OUT,302227.56,C1814350435,302227.56,0.0,C51409599,1125769.87,1427997.43,1
730,CASH_OUT,156396.46,C1659635357,156396.46,0.0,C876852627,842357.16,998753.62,1
219,CASH_OUT,555731.98,C10297666,555731.98,0.0,C412996348,78575.49,634307.48,1
554,CASH_OUT,0.0,C10965156,0.0,0.0,C1493336195,230289.66,230289.66,1
310,CASH_OUT,1085637.56,C1409592985,1085637.56,0.0,C1064567159,0.0,1085637.56,1
47,TRANSFER,156011.24,C1496997212,156011.24,0.0,C1588957214,0.0,0.0,1
309,TRANSFER,2019508.99,C891657273,2019508.99,0.0,C862850216,0.0,0.0,1
613,TRANSFER,393699.17,C1660576685,393699.17,0.0,C521066417,0.0,0.0,1
2,CASH_OUT,18627.02,C175961135,18627.02,0.0,C1711105800,147251.58,165878.6,1
322,TRANSFER,71329.73,C216292279,71329.73,0.0,C1773862727,0.0,0.0,1
279,CASH_OUT,10000000.0,C951363139,10000000.0,0.0,C241707602,0.0,10000000.0,1
357,CASH_OUT,2239461.29,C1918267923,2239461.29,0.0,C1297204700,121354.63,2360815.92,1
185,TRANSFER,164213.17,C236258946,164213.17,0.0,C439854722,0.0,0.0,1
500,CASH_OUT,930970.44,C1061051753,930970.44,0.0,C1461294954,0.0,930970.44,1
521,TRANSFER,98086.09,C1471407934,98086.09,0.0,C1180721612,0.0,0.0,1
308,TRANSFER,6647155.99,C146567614,6647155.99,0.0,C860816450,0.0,0.0,1
646,CASH_OUT,0.0,C2060908932,0.0,0.0,C1587892888,0.0,0.0,1
354,CASH_OUT,69878.14,C656179758,69878.14,0.0,C105936896,41194.19,111072.33,1
61,CASH_OUT,1155128.91,C1202518126,1155128.91,0.0,C1162744412,0.0,1155128.91,1
339,TRANSFER,1532281.61,C1947091405,1532281.61,0.0,C829302750,0.0,0.0,1
559,CASH_OUT,175290.91,C1912599931,175290.91,0.0,C1678235218,0.0,175290.91,1
643,TRANSFER,161147.38,C215087680,161147.38,0.0,C2112991793,0.0,0.0,1
161,TRANSFER,144876.4,C568654206,144876.4,0.0,C1584023529,0.0,0.0,1
109,CASH_OUT,20243.24,C1068081772,20243.24,0.0,C966943233,1132460.42,1152703.66,1
233,TRANSFER,597411.76,C2113853115,597411.76,0.0,C338573575,0.0,0.0,1
120,CASH_OUT,105859.41,C1163445011,105859.41,0.0,C1506005745,1210162.91,1316022.32,1
628,CASH_OUT,99165.12,C1168340170,99165.12,0.0,C329394492,58926.37,158091.49,1
603,TRANSFER,158879.1,C1226871955,158879.1,0.0,C1363273657,0.0,0.0,1
398,CASH_OUT,4309298.47,C1906469429,4309298.47,0.0,C1015754309,0.0,4309298.47,1
519,TRANSFER,1558.46,C1153466023,1558.46,0.0,C1719300863,0.0,0.0,1
656,TRANSFER,283121.68,C817947790,283121.68,0.0,C1736479998,0.0,0.0,1
238,CASH_OUT,65091.34,C1854275574,65091.34,0.0,C1828878126,0.0,65091.34,1
225,TRANSFER,1385945.61,C1605260231,1385945.61,0.0,C1749800529,0.0,0.0,1
27,TRANSFER,1218165.88,C361429301,1218165.88,0.0,C550179566,0.0,0.0,1
665,CASH_OUT,40819.72,C493844715,40819.72,0.0,C195565327,1455161.15,1495980.87,1
368,CASH_OUT,1050635.77,C692473423,1050635.77,0.0,C52022125,150217.9,1200853.67,1
580,TRANSFER,105861.07,C261904702,105861.07,0.0,C152930989,0.0,0.0,1
303,CASH_OUT,10000000.0,C1066838925,10000000.0,0.0,C1265892323,235903.82,10235903.82,1
482,TRANSFER,1059347.56,C1918912745,1059347.56,0.0,C1999367128,0.0,0.0,1
