step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
190,PAYMENT,5831.85,C1857387466,62096.0,56264.15,M1790381293,0.0,0.0,0
469,CASH_IN,274531.15,C1430331733,2765673.7,3040204.84,C238668530,988771.97,714240.82,0
250,CASH_OUT,127737.0,C362768253,0.0,0.0,C1712840091,254390.57,382127.56,0
43,CASH_IN,174136.26,C313344522,23878296.17,24052432.44,C1759201437,5713351.47,5539215.21,0
282,PAYMENT,1162.07,C2000295611,1408.0,245.93,M1303401943,0.0,0.0,0
353,TRANSFER,454192.13,C218912693,0.0,0.0,C22739495,527764.45,1249344.52,0
229,PAYMENT,9333.85,C1699573696,81709.12,72375.28,M513071261,0.0,0.0,0
353,CASH_IN,39557.23,C1043052313,553649.21,593206.44,C1263014815,457076.23,417519.0,0
136,CASH_OUT,437860.53,C1190521681,0.0,0.0,C1813687457,3269506.89,3707367.42,0
136,PAYMENT,6267.82,C1166735235,11040.0,4772.18,M129984576,0.0,0.0,0
381,PAYMENT,19924.36,C10199247,21101.0,1176.64,M1897197028,0.0,0.0,0
35,CASH_IN,8813.39,C1411555101,7171844.4,7180657.8,C1739065468,1965959.23,2024386.11,0
228,CASH_OUT,352049.19,C450251546,3498.0,0.0,C955309867,1714001.55,2066050.74,0
238,CASH_OUT,133989.61,C285621182,0.0,0.0,C755223579,2111870.44,2245860.05,0
38,PAYMENT,11451.78,C1987612576,0.0,0.0,M8252976,0.0,0.0,0
205,CASH_OUT,61398.41,C1529001471,1091.0,0.0,C598631407,263597.19,324995.6,0
260,CASH_IN,136727.91,C1520977930,5058446.75,5195174.66,C1974004858,156496.13,19768.23,0
19,CASH_OUT,294545.38,C1425034370,88573.0,0.0,C1673386299,0.0,332647.14,0
404,PAYMENT,1818.33,C671235656,91946.87,90128.54,M1008437821,0.0,0.0,0
154,PAYMENT,10814.74,C1347677672,0.0,0.0,M1628652474,0.0,0.0,0
405,TRANSFER,261003.6,C2045013421,45990.0,0.0,C342281867,0.0,261003.6,0
306,PAYMENT,4051.51,C595302308,0.0,0.0,M1880907187,0.0,0.0,0
347,CASH_IN,255189.39,C2125501910,81980.0,337169.39,C685332077,0.0,0.0,0
10,PAYMENT,7928.57,C1652333133,0.0,0.0,M12835393,0.0,0.0,0
378,TRANSFER,310301.89,C2055223444,0.0,0.0,C1218860489,1051564.47,1361866.36,0
382,PAYMENT,48242.82,C2068930406,0.0,0.0,M1258788436,0.0,0.0,0
260,TRANSFER,305182.91,C482773017,1200.0,0.0,C1529161553,6301.24,311484.15,0
301,CASH_IN,255696.45,C251150355,3582863.97,3838560.41,C264522547,416024.08,160327.64,0
325,CASH_OUT,27947.08,C390942804,0.0,0.0,C1307979091,471229.41,499176.49,0
135,CASH_OUT,195953.48,C1484426634,0.0,0.0,C1259732390,1812213.37,2008166.86,0
137,PAYMENT,10260.13,C26885093,0.0,0.0,M1261751348,0.0,0.0,0
11,CASH_IN,359005.36,C1527883909,3029744.25,3388749.61,C1564295445,743391.85,625904.6,0
41,CASH_IN,182895.39,C115511949,24654.0,207549.39,C419488063,2591521.37,2408625.98,0
354,CASH_OUT,190962.89,C419537042,0.0,0.0,C813066350,308354.21,499317.1,0
228,CASH_IN,267719.88,C252864496,609.0,268328.88,C1369614889,0.0,0.0,0
545,CASH_OUT,397182.81,C1572455175,0.0,0.0,C1329706156,982668.24,1379851.05,0
182,PAYMENT,5377.45,C1986921777,28355.29,22977.83,M664066078,0.0,0.0,0
191,PAYMENT,7268.19,C572616640,1373.0,0.0,M1936649480,0.0,0.0,0
371,CASH_IN,65417.53,C263009457,2099231.73,2164649.26,C2083874109,292512.16,227094.63,0
528,TRANSFER,1141836.37,C1824326481,0.0,0.0,C847636543,2762961.84,3904798.21,0
129,CASH_OUT,131707.08,C916713973,0.0,0.0,C1384249206,2762478.15,2894185.23,0
299,PAYMENT,24768.79,C1535695537,0.0,0.0,M1094076209,0.0,0.0,0
550,TRANSFER,1704568.09,C900806813,78195.09,0.0,C558426511,2564209.12,4268777.21,0
346,CASH_OUT,386830.86,C235844547,0.0,0.0,C1820262608,406084.53,792915.39,0
183,CASH_OUT,384188.12,C2063142374,10012.0,0.0,C1106468520,0.0,384188.12,0
227,PAYMENT,46881.45,C1064922664,51972.0,5090.55,M2130626753,0.0,0.0,0
141,CASH_IN,111349.22,C2120904129,6877431.04,6988780.26,C702020689,861177.5,749828.28,0
178,CASH_IN,415522.9,C236946247,51950.0,467472.9,C515650126,0.0,0.0,0
161,PAYMENT,1575.6,C1630507110,787328.6,785753.0,M1919664870,0.0,0.0,0
687,PAYMENT,37976.25,C1087408337,34484.46,0.0,M738724831,0.0,0.0,0
18,TRANSFER,261937.41,C995499850,0.0,0.0,C957705094,1283442.65,1545380.06,0
396,PAYMENT,48386.76,C1588559906,0.0,0.0,M970930095,0.0,0.0,0
306,CASH_OUT,291537.38,C614861325,38154.0,0.0,C1012915007,694158.37,985695.75,0
352,CASH_OUT,92886.21,C1176227544,132811.0,39924.79,C861096046,395442.32,488328.53,0
203,PAYMENT,29325.79,C335090756,0.0,0.0,M392163581,0.0,0.0,0
303,PAYMENT,11688.9,C714393496,396405.0,384716.1,M1166768947,0.0,0.0,0
187,PAYMENT,4412.14,C795629352,187366.22,182954.09,M1510377324,0.0,0.0,0
186,PAYMENT,16961.25,C1232205316,0.0,0.0,M1268289981,0.0,0.0,0
514,CASH_IN,580285.76,C886756121,61708.0,641993.76,C234280782,8590074.92,8009789.17,0
323,CASH_OUT,13734.57,C855724764,0.0,0.0,C1237096729,238457.23,252191.8,0
158,TRANSFER,2007559.78,C483958781,0.0,0.0,C524632299,2225567.94,4233127.72,0
308,CASH_OUT,126158.15,C914525796,100087.66,0.0,C164850497,841955.94,968114.09,0
155,CASH_IN,345595.9,C438251763,9932247.07,10277842.97,C1483329259,1287482.21,941886.31,0
160,CASH_OUT,171931.82,C1873306915,25992.0,0.0,C471623272,4527401.08,4699332.9,0
328,CASH_OUT,71340.08,C741685794,10702.0,0.0,C1719445482,1046084.37,1117424.44,0
166,PAYMENT,5303.94,C938605118,1064.0,0.0,M422215735,0.0,0.0,0
525,PAYMENT,39829.45,C663858041,702716.0,662886.55,M315343476,0.0,0.0,0
139,PAYMENT,11526.95,C1842084530,276503.78,264976.84,M1031865963,0.0,0.0,0
325,PAYMENT,7883.14,C1906331295,0.0,0.0,M2143346166,0.0,0.0,0
310,PAYMENT,3181.97,C465668638,0.0,0.0,M1410336968,0.0,0.0,0
429,CASH_OUT,92565.34,C179994465,107427.0,14861.66,C1982631224,17344323.93,17436889.27,0
203,CASH_OUT,173880.35,C1027416483,0.0,0.0,C1127303782,213186.19,600619.34,0
211,PAYMENT,1069.03,C692239285,0.0,0.0,M987560015,0.0,0.0,0
163,CASH_OUT,110044.55,C479595665,0.0,0.0,C1488928389,447580.89,557625.44,0
9,CASH_OUT,124425.49,C1233213844,10643.0,0.0,C1746371201,606335.61,730761.1,0
157,TRANSFER,866955.86,C1817171594,9988.0,0.0,C1659688985,844335.01,1711290.87,0
38,CASH_IN,197389.91,C1361775055,25887.0,223276.91,C964659072,2513417.1,2627330.02,0
350,CASH_IN,229670.12,C1912450017,7728153.4,7957823.51,C1051540630,1092404.52,862734.4,0
157,CASH_IN,40906.97,C1514459461,4973698.6,5014605.58,C1527916711,86499.83,45592.86,0
326,PAYMENT,6714.47,C771382791,45814.34,39099.87,M1816178251,0.0,0.0,0
358,CASH_OUT,283064.6,C765325440,0.0,0.0,C1906579533,413673.9,696738.5,0
275,TRANSFER,14411.99,C1841053889,0.0,0.0,C1093821308,189082.19,203494.18,0
202,CASH_OUT,142801.4,C1903741567,0.0,0.0,C576367278,7152747.24,7295548.64,0
375,PAYMENT,11553.4,C588829777,97993.8,86440.4,M1913966947,0.0,0.0,0
394,CASH_OUT,337675.88,C1802936235,5828.0,0.0,C1282567903,120449.82,458125.7,0
331,PAYMENT,14291.69,C113244007,0.0,0.0,M1971151206,0.0,0.0,0
376,PAYMENT,2274.66,C971642806,421593.81,419319.14,M1027258837,0.0,0.0,0
255,CASH_IN,463147.08,C403965321,4153818.84,4616965.92,C1346317033,13377976.33,12914829.25,0
250,CASH_OUT,122578.44,C954396245,0.0,0.0,C453867494,186112.13,371713.51,0
20,CASH_IN,214591.61,C1686638657,7349378.7,7563970.31,C1746807050,1240269.95,1025678.34,0
259,CASH_OUT,68057.95,C1266074522,72875.0,4817.05,C745252291,1861009.46,1929067.41,0
323,CASH_OUT,66543.11,C1692710788,69886.0,3342.89,C1486949628,800751.28,867294.39,0
45,PAYMENT,991.35,C322278439,22385.0,21393.65,M1031044630,0.0,0.0,0
431,TRANSFER,1080755.89,C298335444,0.0,0.0,C1848883406,2688108.14,3768864.03,0
43,CASH_OUT,244602.34,C809678999,79246.0,0.0,C366698214,95787.78,340390.12,0
695,CASH_OUT,27893.58,C1667434943,0.0,0.0,C19410916,1792050.01,1819943.59,0
205,CASH_OUT,233639.16,C423016666,94514.49,0.0,C2095923027,5250494.89,5484134.06,0
260,PAYMENT,8113.87,C1489473540,25793.0,17679.13,M56595545,0.0,0.0,0
299,PAYMENT,6208.46,C1197669800,226747.0,220538.54,M936989731,0.0,0.0,0
162,CASH_OUT,380545.69,C1809758534,0.0,0.0,C556164931,630629.2,1011174.89,0
21,CASH_OUT,398452.33,C48687166,0.0,0.0,C5056634,2237216.27,2826881.15,0
233,CASH_IN,57642.32,C168214832,7417961.45,7475603.77,C64739270,172573.4,114931.09,0
395,PAYMENT,17946.48,C1257430966,15408.0,0.0,M166282656,0.0,0.0,0
131,PAYMENT,14729.38,C1814840985,420300.33,405570.95,M236520507,0.0,0.0,0
185,CASH_IN,135180.14,C1542999156,25094463.42,25229643.56,C104372513,310563.11,175382.97,0
18,CASH_OUT,186353.92,C974493382,106098.0,0.0,C778315976,99538.3,413018.76,0
325,CASH_IN,272536.5,C811136664,7064275.18,7336811.68,C1715698481,1533807.13,1261270.62,0
426,PAYMENT,5595.94,C814293752,76170.64,70574.71,M1368467866,0.0,0.0,0
213,CASH_IN,184777.08,C1064150922,5973.0,190750.08,C2012708356,0.0,0.0,0
378,CASH_OUT,50078.51,C1493204912,0.0,0.0,C524473122,3411649.25,3461727.76,0
522,CASH_OUT,149960.62,C1853440264,3895.0,0.0,C1538082450,852815.92,1002776.54,0
187,CASH_IN,176022.18,C790833469,9558938.36,9734960.54,C1871112242,3618878.99,3442856.81,0
257,CASH_IN,159178.67,C88524195,623914.57,783093.24,C1950375898,241502.25,82323.58,0
328,CASH_IN,31729.95,C711460728,6848020.61,6879750.57,C1203625643,520613.26,488883.31,0
191,CASH_OUT,80280.15,C2114530099,20181.0,0.0,C2139642074,72804.47,153084.61,0
119,PAYMENT,1117.28,C794486236,575216.0,574098.72,M506032083,0.0,0.0,0
242,PAYMENT,1108.91,C1798046810,5209.0,4100.09,M811530013,0.0,0.0,0
394,DEBIT,956.3,C1725101570,200862.55,199906.25,C168988971,206099.48,207055.78,0
275,PAYMENT,11644.04,C2032977925,4194.68,0.0,M354928758,0.0,0.0,0
164,PAYMENT,18769.55,C111417426,49796.0,31026.45,M1964315294,0.0,0.0,0
282,PAYMENT,10143.88,C1128903088,0.0,0.0,M949266466,0.0,0.0,0
11,PAYMENT,16233.58,C672397146,260339.92,244106.34,M632889910,0.0,0.0,0
138,CASH_OUT,17414.77,C372297739,22459.0,5044.23,C1803923849,792960.99,1362482.99,0
307,CASH_OUT,198166.17,C1043159092,0.0,0.0,C1405544478,516507.46,714673.63,0
227,TRANSFER,1955233.28,C1980875853,0.0,0.0,C2004550610,1100793.26,3056026.54,0
306,CASH_OUT,34038.59,C160001215,0.0,0.0,C1989728682,832769.24,866807.83,0
40,CASH_IN,184098.68,C1485749945,3395848.33,3579947.01,C258789558,388807.49,204708.81,0
231,PAYMENT,771.68,C1642616488,514110.92,513339.24,M546316057,0.0,0.0,0
381,CASH_IN,137082.99,C1961181757,3604864.32,3741947.31,C858758691,609651.47,472568.48,0
348,CASH_OUT,139851.94,C1312003788,20808.0,0.0,C853593778,0.0,139851.94,0
396,CASH_IN,323997.78,C1677059945,839636.66,1163634.45,C346358398,5405462.95,5081465.16,0
157,CASH_OUT,97255.96,C1736276867,41909.0,0.0,C809424450,3153786.37,3251042.34,0
401,CASH_IN,28832.35,C119795971,1289172.34,1318004.69,C230576212,1503316.03,1474483.68,0
178,PAYMENT,5907.84,C336303326,525862.73,519954.89,M1798917095,0.0,0.0,0
378,CASH_OUT,357623.32,C881696719,0.0,0.0,C254011918,3912264.22,4269887.55,0
334,PAYMENT,40824.45,C1622548979,0.0,0.0,M1570900282,0.0,0.0,0
12,CASH_IN,344491.33,C1709333185,122.0,344613.33,C731684554,331826.23,0.0,0
37,CASH_OUT,481462.83,C1599022237,0.0,0.0,C1133007712,1772009.72,2340508.46,0
188,CASH_IN,51631.43,C1904191450,7359058.69,7410690.12,C1501764011,1251587.24,1199955.81,0
44,PAYMENT,18329.06,C675165097,0.0,0.0,M1385982356,0.0,0.0,0
163,CASH_OUT,223470.93,C967376520,22164.7,0.0,C300870325,8360690.88,8584161.81,0
183,PAYMENT,563.96,C1083858018,0.0,0.0,M2061613246,0.0,0.0,0
347,CASH_OUT,327596.38,C1480470954,0.0,0.0,C390585302,3188114.01,3515710.38,0
249,CASH_OUT,418934.83,C124012407,11396.0,0.0,C2105733042,163844.07,582778.9,0
131,CASH_IN,51216.79,C126149653,71497.0,122713.79,C605438623,0.0,0.0,0
401,CASH_OUT,123922.87,C1241512436,84538.0,0.0,C1204625637,1184973.1,1308895.97,0
585,PAYMENT,2247.22,C438939715,0.0,0.0,M1760125093,0.0,0.0,0
42,CASH_OUT,119406.78,C1428342369,103290.0,0.0,C893841587,0.0,119406.78,0
209,CASH_OUT,80800.99,C1239530714,0.0,0.0,C2100416802,762302.5,843103.49,0
300,CASH_OUT,176109.85,C32353172,0.0,0.0,C919363656,285882.42,461992.27,0
18,PAYMENT,5773.54,C251575573,481119.73,475346.18,M717473539,0.0,0.0,0
298,PAYMENT,69417.68,C1159068531,15475.0,0.0,M1784131729,0.0,0.0,0
351,PAYMENT,20292.95,C2039695910,186001.54,165708.59,M1362183596,0.0,0.0,0
228,CASH_OUT,180008.33,C417509777,106970.0,0.0,C1508283048,1327221.09,1507229.42,0
136,PAYMENT,17117.29,C327344103,0.0,0.0,M129403432,0.0,0.0,0
409,CASH_OUT,208206.0,C125560058,0.0,0.0,C1142258218,2704528.32,2912734.32,0
378,CASH_OUT,154765.38,C1033314655,0.0,0.0,C679119861,841071.11,995836.49,0
217,CASH_IN,258616.76,C225473398,299234.78,557851.54,C1966545974,1860377.29,1601760.53,0
133,CASH_OUT,200843.88,C2050675674,10460.0,0.0,C1482587147,0.0,200843.88,0
381,CASH_OUT,98166.65,C186148047,59855.01,0.0,C2141119276,3888005.75,3986172.41,0
275,CASH_OUT,84577.0,C80657368,0.0,0.0,C629732058,1502147.84,1586724.84,0
379,TRANSFER,2429424.05,C1444822701,0.0,0.0,C1511028480,3682096.71,6111520.75,0
273,CASH_IN,431752.61,C449721932,5709969.67,6141722.29,C395603828,736511.04,304758.43,0
357,PAYMENT,13288.16,C1928400626,61446.0,48157.84,M275400343,0.0,0.0,0
160,CASH_OUT,165769.24,C146723344,0.0,0.0,C1948365136,1187431.45,1353200.69,0
260,PAYMENT,34222.98,C91311676,0.0,0.0,M2088928893,0.0,0.0,0
371,CASH_OUT,61089.72,C702505927,8439.0,0.0,C1591055122,335390.53,396480.25,0
283,PAYMENT,8505.97,C326831134,648.0,0.0,M1334346749,0.0,0.0,0
33,TRANSFER,897929.46,C1564686235,16724.0,0.0,C1860564101,201207.6,1099137.06,0
179,CASH_OUT,64972.02,C824756326,0.0,0.0,C51795513,545099.17,610071.19,0
