step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
595,CASH_OUT,237986.88,C121099741,75642.0,0.0,C406717063,0.0,237986.88,0
14,PAYMENT,13339.67,C453582920,64129.0,50789.33,M1565569367,0.0,0.0,0
288,PAYMENT,8031.38,C2056725705,684.0,0.0,M895320123,0.0,0.0,0
36,CASH_IN,78855.35,C993108767,9742639.46,9821494.82,C1515123638,790643.86,711788.51,0
301,CASH_OUT,33621.39,C1768931172,0.0,0.0,C474072072,775151.83,808773.22,0
206,CASH_OUT,137725.4,C1028608655,0.0,0.0,C146460734,888757.45,1026482.86,0
161,PAYMENT,3226.18,C2039023272,0.0,0.0,M932480612,0.0,0.0,0
160,PAYMENT,24108.18,C773448051,39544.0,15435.82,M1758588096,0.0,0.0,0
257,PAYMENT,35171.37,C1311300707,55482.0,20310.63,M1904057074,0.0,0.0,0
234,PAYMENT,10977.57,C458528143,0.0,0.0,M1148234203,0.0,0.0,0
273,PAYMENT,8413.1,C1306644900,47311.0,38897.9,M2006892832,0.0,0.0,0
187,CASH_OUT,133374.74,C1114349521,0.0,0.0,C1860400069,4778144.91,4911519.65,0
280,PAYMENT,1265.47,C965137539,0.0,0.0,M2137539069,0.0,0.0,0
608,CASH_OUT,197496.3,C888293545,0.0,0.0,C725664063,207011.14,404507.44,0
129,CASH_OUT,208521.41,C701152524,30851.0,0.0,C851276736,0.0,208521.41,0
39,CASH_OUT,175991.42,C1847957627,10978.0,0.0,C1338741188,64387.0,240378.42,0
356,PAYMENT,14371.16,C779645001,91057.93,76686.77,M671622566,0.0,0.0,0
202,CASH_IN,53742.88,C432693447,4324576.4,4378319.28,C278271123,1310385.42,1256642.55,0
188,CASH_OUT,466471.55,C1672255714,20346.0,0.0,C1068844534,0.0,466471.55,0
371,CASH_OUT,61758.84,C447340546,7305.0,0.0,C991211749,1988402.83,2050161.67,0
179,CASH_OUT,125429.54,C1193808530,60187.0,0.0,C1048919435,0.0,125429.54,0
177,CASH_IN,232415.92,C60938143,2253710.52,2486126.44,C1697941643,4168733.46,4036060.52,0
451,TRANSFER,2691807.6,C1894341785,0.0,0.0,C146859434,6579117.38,9270924.98,0
41,CASH_OUT,181763.97,C474955205,201157.0,19393.03,C874461619,0.0,181763.97,0
185,CASH_IN,32125.41,C658199376,18718250.96,18750376.37,C110787881,216849.54,184724.12,0
228,PAYMENT,39530.23,C1988945303,11097.0,0.0,M1012104307,0.0,0.0,0
227,CASH_OUT,206334.41,C1945021076,0.0,0.0,C231420350,721913.35,928247.77,0
209,PAYMENT,16247.36,C1010050741,20681.0,4433.64,M77082226,0.0,0.0,0
255,CASH_IN,47297.22,C1963181425,8194711.9,8242009.13,C774647537,66536.32,19239.09,0
279,CASH_IN,2507.1,C990871689,25250931.78,25253438.87,C1436636324,385076.16,382569.06,0
187,PAYMENT,12135.47,C2009585803,5086.0,0.0,M1011355365,0.0,0.0,0
351,PAYMENT,1610.53,C1587379923,19826.62,18216.09,M1437157417,0.0,0.0,0
186,CASH_OUT,296497.44,C1250904093,0.0,0.0,C505768235,1276967.67,1573465.11,0
397,CASH_IN,71873.29,C862662747,17508330.31,17580203.59,C1476364613,94547.15,22673.87,0
300,CASH_OUT,150383.08,C1669269815,6074.0,0.0,C829726244,154395.3,304778.38,0
236,TRANSFER,406502.36,C1814692854,108160.58,0.0,C1803697470,3118543.67,3525046.03,0
352,PAYMENT,8300.83,C184411880,0.0,0.0,M487195333,0.0,0.0,0
162,CASH_OUT,161308.8,C1211564030,348.0,0.0,C753135623,0.0,161308.8,0
351,PAYMENT,27975.81,C892000262,234.0,0.0,M1484679672,0.0,0.0,0
306,CASH_OUT,54808.75,C1715578325,59903.0,5094.25,C1609751517,0.0,54808.75,0
19,PAYMENT,8206.75,C1224102885,0.0,0.0,M98695979,0.0,0.0,0
139,CASH_IN,63237.35,C1327774028,7582368.37,7645605.72,C1764986254,935018.88,871781.53,0
134,CASH_OUT,71927.78,C1249736157,0.0,0.0,C705915052,241385.57,313313.34,0
136,CASH_OUT,180324.98,C1017952630,14498.0,0.0,C12512165,0.0,180324.98,0
156,CASH_OUT,7957.69,C1251631329,0.0,0.0,C457216524,178738.49,186696.18,0
155,TRANSFER,213517.2,C326734867,0.0,0.0,C1826953258,633301.31,846818.51,0
375,CASH_IN,7752.79,C1313705643,390955.75,398708.55,C1595442937,255924.32,248171.52,0
301,CASH_OUT,10139.77,C407255548,0.0,0.0,C1460246470,574696.92,584836.69,0
280,TRANSFER,284864.72,C1646085041,0.0,0.0,C1459850164,345011.0,598386.96,0
286,PAYMENT,2462.24,C1517816709,30656.0,28193.76,M1209644267,0.0,0.0,0
280,PAYMENT,7148.79,C139276063,15273.0,8124.21,M1529266538,0.0,0.0,0
209,CASH_OUT,15638.95,C607310554,40380.0,24741.05,C745893934,192081.09,207720.03,0
230,CASH_OUT,418988.67,C1083456725,0.0,0.0,C1877524259,6059196.18,6478184.85,0
18,CASH_IN,209775.71,C826294116,23727980.87,23937756.58,C2084782836,424344.54,214568.83,0
205,PAYMENT,5383.71,C809237389,241648.0,236264.29,M471536058,0.0,0.0,0
186,CASH_OUT,108696.57,C884594412,10643.0,0.0,C1918745640,5365282.02,5473978.59,0
20,PAYMENT,18068.95,C971493538,9097.0,0.0,M2144675802,0.0,0.0,0
139,CASH_IN,56657.74,C771466561,3143.0,59800.74,C1464495308,0.0,0.0,0
279,CASH_OUT,187144.87,C995243321,0.0,0.0,C78191853,1706814.55,1893959.42,0
131,CASH_OUT,199481.72,C168666023,5419.0,0.0,C2145576224,0.0,199481.72,0
203,CASH_IN,100604.05,C110048017,31195.0,131799.05,C1813726228,0.0,0.0,0
43,PAYMENT,4788.59,C653703264,49637.56,44848.97,M2110605830,0.0,0.0,0
160,PAYMENT,11735.9,C1221145752,36840.0,25104.1,M750046491,0.0,0.0,0
571,CASH_IN,45668.16,C371401267,5376714.06,5422382.22,C443990229,3602202.04,3556533.88,0
257,PAYMENT,20693.82,C1078184779,1244.0,0.0,M13404609,0.0,0.0,0
250,PAYMENT,34840.05,C220806302,0.0,0.0,M1572755729,0.0,0.0,0
20,CASH_IN,266584.8,C1827330964,2501437.86,2768022.66,C2117320946,279802.7,13217.9,0
401,CASH_IN,23695.71,C1065267536,5018457.85,5042153.56,C918932440,113082.65,89386.94,0
382,CASH_IN,202323.63,C1796443499,30647.0,232970.63,C1824386201,0.0,0.0,0
18,CASH_OUT,230491.12,C426564152,11881.0,0.0,C1467441911,216934.79,904464.41,0
134,CASH_IN,246937.93,C1483695131,5607961.3,5854899.23,C850426597,552592.07,305654.15,0
348,PAYMENT,38366.78,C1517092711,0.0,0.0,M900798891,0.0,0.0,0
349,CASH_OUT,369250.18,C554416091,0.0,0.0,C776912455,452796.6,822046.78,0
13,CASH_IN,42373.73,C907245694,509457.73,551831.46,C1095516877,73011.94,30638.21,0
301,PAYMENT,5155.97,C841388083,0.0,0.0,M813560570,0.0,0.0,0
204,CASH_OUT,124796.44,C1263440596,0.0,0.0,C326891351,907658.73,1032455.17,0
156,CASH_OUT,323665.29,C1779799998,0.0,0.0,C369717928,2426702.47,2750367.76,0
326,PAYMENT,9424.18,C551562997,0.0,0.0,M1094508232,0.0,0.0,0
355,CASH_OUT,254283.18,C277327474,172.0,0.0,C1431268920,0.0,254283.18,0
156,CASH_OUT,175603.48,C1080787508,5011.0,0.0,C311076144,473572.66,649176.14,0
136,CASH_OUT,464105.66,C972528060,0.0,0.0,C211579504,520316.72,984422.38,0
230,CASH_IN,205930.6,C967769928,4483097.57,4689028.18,C39265038,977956.05,772025.45,0
214,CASH_OUT,60737.03,C1508310630,58953.0,0.0,C477859799,0.0,60737.03,0
542,PAYMENT,16664.04,C682547022,22579.0,5914.96,M863427091,0.0,0.0,0
306,CASH_IN,201319.31,C1219074518,19373.99,220693.3,C2524192,3099479.02,2898159.71,0
284,TRANSFER,32943.23,C255159048,0.0,0.0,C1847473961,38608.78,71552.01,0
356,CASH_IN,279649.77,C1639397241,1392373.3,1672023.08,C1241071327,417544.44,137894.66,0
131,CASH_IN,137409.73,C1882422781,4071835.62,4209245.35,C1579071336,288609.06,151199.33,0
182,PAYMENT,4870.93,C590417917,261102.41,256231.49,M1272356155,0.0,0.0,0
183,CASH_OUT,47958.45,C279605042,0.0,0.0,C483937874,236561.97,284520.42,0
327,CASH_IN,250184.14,C1445606016,1184229.3,1434413.45,C1330659894,406476.23,156292.09,0
20,CASH_OUT,89414.4,C531078492,0.0,0.0,C2085663843,365223.37,643244.33,0
10,CASH_IN,51134.49,C217932912,12654672.95,12705807.44,C1451108111,161185.98,110051.49,0
522,CASH_OUT,107284.51,C1851528620,0.0,0.0,C1931457724,381139.41,488423.92,0
230,CASH_OUT,447991.1,C586723888,242837.48,0.0,C323332855,6574856.83,7022847.93,0
336,CASH_IN,72845.64,C2094387691,1444027.0,1516872.64,C2114353400,2599438.55,2526592.9,0
378,CASH_OUT,337652.33,C919334302,0.0,0.0,C1860018690,406652.19,744304.52,0
332,CASH_IN,217070.53,C1164215058,10844.0,227914.53,C662240316,0.0,0.0,0
399,CASH_IN,274724.28,C603396114,1547.0,276271.28,C871451911,2916384.33,2641660.04,0
163,CASH_OUT,131617.06,C262591245,0.0,0.0,C127711052,648404.66,1265282.65,0
258,CASH_OUT,245020.12,C1641398007,7728.0,0.0,C1874591398,0.0,245020.12,0
235,CASH_IN,84379.81,C1811032765,2718899.79,2803279.6,C1223117170,250180.25,165800.44,0
297,CASH_OUT,373880.9,C469475967,0.0,0.0,C1155838976,3550485.14,3924366.04,0
400,CASH_IN,460357.01,C1490948402,3191.0,463548.01,C1246753705,93981.51,0.0,0
355,CASH_OUT,463323.9,C280081602,0.0,0.0,C71475416,1345377.91,1808701.81,0
16,CASH_IN,171954.81,C182305266,1799256.17,1971210.98,C323669641,533238.12,607046.07,0
43,CASH_OUT,91540.89,C922939445,49815.0,0.0,C824009085,2781113.09,2872653.98,0
